195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
195, 124, 0, 0, -1
190, 138, -7.755610158805806, 9.306729428239393, 14.866068747318506
190, 138, -7.001345686674118, 8.401614824581145, 0.0
192, 136, -4.453137734549667, 10.950209079427317, 2.8284271247461903
192, 136, 0, 0, -1
192, 136, 0, 0, -1
192, 136, 0, 0, -1
192, 136, 0, 0, -1
192, 136, 0, 0, -1
192, 136, 0, 0, -1
192, 136, 0, 0, -1
192, 136, 0, 0, -1
192, 136, 0, 0, -1
192, 136, 0, 0, -1
192, 136, 0, 0, -1
192, 136, 0, 0, -1
192, 136, 0, 0, -1
191, 136, -6.68403775161728, 9.802224851894378, 1.0
191, 136, 0, 0, -1
191, 136, 0, 0, -1
192, 137, -3.880716132826134, 7.380981203378096, 1.4142135623730951
192, 137, -5.601783259963989, 9.102326948738098, 0.0
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
192, 137, 0, 0, -1
193, 167, 0, 0, 30.01666203960727
193, 167, -4.750602598123842, -16.448060702574715, 0.0
193, 168, -4.902258810567855, -17.620926052888155, 1.0
193, 170, -4.902288220286369, -18.75935321471319, 2.0
193, 171, -4.902310351467132, -17.861819333365432, 1.0
193, 171, -4.902337479424476, -14.69906175596714, 0.0
194, 173, -1.62741465192385, -21.248221466603088, 2.23606797749979
194, 174, -4.202381486964225, -19.697453912985686, 1.0
194, 179, -4.2024034594774236, -33.95205124740792, 5.0
194, 180, -4.202423580479621, -23.98146313478643, 1.0
194, 183, -4.202445499205589, -31.312253390411303, 3.0
194, 185, -4.202467412352561, -29.975531981126426, 2.0
193, 187, -7.45534299368126, -31.00549927367144, 2.23606797749979
191, 189, -12.204841616394212, -33.2022824658653, 2.8284271247461903
191, 192, -6.302556372880935, -38.09753560366709, 3.0
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
191, 192, 0, 0, -1
227, 171, 0, 0, 41.677331968349414
227, 171, 22.47912923614927, -12.614488561681618, 0.0
227, 171, 0, 0, -1
227, 171, 0, 0, -1
229, 169, 24.02408384841732, -9.578705602833185, 2.8284271247461903
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
229, 169, 0, 0, -1
